timestamp,AirQualityIndex,CO_(μg/m³),NO_(μg/m³),NO2_(μg/m³),O3_(μg/m³),SO2_(μg/m³),PM2_5_(μg/m³),PM10_(μg/m³),NH3_(μg/m³)
2024-09-01 15:00:00+00:00,5,3284.45,148.42,40.44,0.41,31.47,81.3,107.15,4.31
2024-09-01 16:00:00+00:00,3,1562.12,19.45,59.63,11.35,65.8,46.89,53.6,0.01
2024-09-01 17:00:00+00:00,3,1401.9,8.38,58.26,31.83,58.17,41.33,46.23,0.0
2024-09-01 18:00:00+00:00,3,1468.66,5.76,57.58,70.1,59.6,44.81,49.3,0.0
2024-09-01 19:00:00+00:00,3,1001.36,2.57,32.9,92.98,36.72,30.26,32.97,0.0
2024-09-01 20:00:00+00:00,2,747.68,1.37,21.76,97.27,25.51,21.15,23.08,0.01
2024-09-01 21:00:00+00:00,3,747.68,1.03,20.91,104.43,25.51,20.72,22.59,0.28
2024-09-01 22:00:00+00:00,3,700.95,0.64,19.71,105.86,22.89,19.25,20.97,0.42
2024-09-01 23:00:00+00:00,3,674.25,0.28,20.39,105.86,20.98,19.21,20.94,0.63
2024-09-02 00:00:00+00:00,3,654.22,0.04,20.05,104.43,19.79,19.26,21.14,0.83
2024-09-02 01:00:00+00:00,2,727.65,0.0,24.68,95.84,24.32,20.35,22.93,1.36
2024-09-02 02:00:00+00:00,2,847.82,0.0,32.22,82.25,30.52,24.64,28.18,1.44
2024-09-02 03:00:00+00:00,3,894.55,0.0,35.99,69.38,30.99,28.62,33.0,1.31
2024-09-02 04:00:00+00:00,3,907.9,0.0,37.7,57.22,30.52,28.69,32.66,0.95
2024-09-02 05:00:00+00:00,2,867.84,0.0,37.7,45.06,30.52,24.9,28.01,0.75
2024-09-02 06:00:00+00:00,2,814.44,0.0,36.67,34.69,31.47,21.3,24.18,0.81
2024-09-02 07:00:00+00:00,2,754.36,0.01,32.9,28.97,30.28,19.06,22.17,1.12
2024-09-02 08:00:00+00:00,2,761.03,0.02,33.24,23.6,32.9,19.13,22.77,1.04
2024-09-02 09:00:00+00:00,2,934.6,0.1,38.73,16.45,42.44,24.21,28.89,1.09
2024-09-02 10:00:00+00:00,3,1001.36,0.35,42.16,9.92,49.11,25.82,31.27,1.11
2024-09-02 11:00:00+00:00,3,1001.36,1.2,43.53,4.65,51.02,26.88,33.2,1.16
2024-09-02 12:00:00+00:00,3,1161.58,5.31,47.98,0.96,57.22,34.18,42.72,1.49
2024-09-02 13:00:00+00:00,3,1508.71,17.21,54.84,0.05,68.66,45.2,55.94,1.69
2024-09-02 14:00:00+00:00,4,1735.69,26.6,56.89,2.24,75.34,50.3,62.09,1.63
2024-09-02 15:00:00+00:00,4,1815.8,25.26,61.69,15.38,76.29,55.8,68.52,1.57
2024-09-02 16:00:00+00:00,4,1708.98,11.51,57.58,70.1,62.94,55.88,66.03,0.83
2024-09-02 17:00:00+00:00,4,1869.2,5.2,45.24,165.94,61.99,64.71,73.58,0.76
2024-09-02 18:00:00+00:00,5,2056.12,2.07,27.42,291.82,68.66,88.18,95.76,0.57
2024-09-02 19:00:00+00:00,5,1508.71,0.74,11.48,286.1,54.36,78.64,83.95,0.25
2024-09-02 20:00:00+00:00,5,1321.79,0.58,11.48,234.6,48.16,63.55,67.69,0.38
2024-09-02 21:00:00+00:00,5,1401.9,0.44,17.31,200.27,50.07,54.96,58.75,0.6
2024-09-02 22:00:00+00:00,4,1441.96,0.19,23.65,171.66,48.64,47.34,50.66,0.7
2024-09-02 23:00:00+00:00,4,1455.31,0.09,27.42,161.65,45.3,44.73,47.85,0.72
2024-09-03 00:00:00+00:00,4,1455.31,0.01,27.76,155.93,42.44,44.71,48.06,0.73
2024-09-03 01:00:00+00:00,4,1869.2,0.0,64.43,103.0,42.92,67.53,76.39,2.34
2024-09-03 02:00:00+00:00,5,2403.26,0.03,102.82,41.48,41.96,100.25,116.79,3.51
2024-09-03 03:00:00+00:00,5,2590.18,1.79,112.41,10.19,38.62,120.47,143.99,4.56
2024-09-03 04:00:00+00:00,5,2857.21,11.85,109.67,0.53,38.15,125.19,147.54,4.94
2024-09-03 05:00:00+00:00,5,2883.91,15.65,105.56,0.05,32.9,112.24,128.31,2.85
2024-09-03 06:00:00+00:00,5,2616.88,8.94,98.71,0.3,27.89,89.65,101.76,1.96
2024-09-03 07:00:00+00:00,3,1548.77,0.0,43.18,67.95,40.05,44.66,49.55,0.14
2024-09-03 08:00:00+00:00,3,1375.2,0.0,34.96,70.1,38.62,35.73,39.75,0.1
2024-09-03 09:00:00+00:00,3,1588.82,0.0,46.61,52.21,50.54,40.84,45.21,0.08
2024-09-03 10:00:00+00:00,3,1789.09,0.0,58.26,34.69,60.56,44.69,49.3,0.03
2024-09-03 11:00:00+00:00,3,1976.01,0.03,65.8,24.68,64.85,46.68,51.57,0.02
2024-09-03 12:00:00+00:00,4,2403.26,0.46,85.0,13.77,71.53,58.11,64.69,0.01
2024-09-03 13:00:00+00:00,5,3231.05,11.51,116.53,1.32,93.46,88.18,97.15,0.28
2024-09-03 14:00:00+00:00,5,3738.4,25.26,126.12,8.4,106.81,102.28,112.76,0.24
2024-09-03 15:00:00+00:00,5,3898.62,22.13,131.61,41.13,104.9,103.37,114.43,0.14
2024-09-03 16:00:00+00:00,5,3631.59,11.06,117.9,118.73,98.23,106.06,115.85,0.03
2024-09-03 17:00:00+00:00,5,3337.86,4.97,90.48,208.85,95.37,114.98,123.02,0.0
2024-09-03 18:00:00+00:00,5,3204.35,2.51,66.49,297.55,96.32,126.71,133.59,0.0
2024-09-03 19:00:00+00:00,5,1895.9,1.27,30.5,231.74,56.74,74.32,78.11,0.0
2024-09-03 20:00:00+00:00,5,1308.44,0.94,19.36,191.69,43.39,50.28,52.94,0.15
2024-09-03 21:00:00+00:00,5,1281.74,0.83,19.54,200.27,46.73,48.55,51.15,0.78
2024-09-03 22:00:00+00:00,5,1134.87,0.82,20.56,194.55,41.01,39.92,42.21,1.03
2024-09-03 23:00:00+00:00,4,988.01,0.8,22.96,178.81,33.38,32.95,35.18,1.2
2024-09-04 00:00:00+00:00,4,841.14,0.44,22.62,155.93,26.7,26.54,29.01,1.39
2024-09-04 01:00:00+00:00,3,741.0,0.04,21.93,131.61,22.65,21.66,24.39,1.65
2024-09-04 02:00:00+00:00,3,700.95,0.0,20.39,114.44,21.7,20.1,23.5,1.71
2024-09-04 03:00:00+00:00,3,694.27,0.0,18.68,103.0,21.22,21.8,26.24,1.49
2024-09-04 04:00:00+00:00,3,907.9,0.0,36.33,70.1,24.08,29.54,37.36,2.18
2024-09-04 05:00:00+00:00,3,1148.22,0.07,55.52,31.11,23.6,35.68,46.17,2.18
2024-09-04 06:00:00+00:00,3,1188.28,0.21,54.84,16.63,21.93,38.23,49.41,1.87
2024-09-04 07:00:00+00:00,3,1148.22,0.1,45.24,18.78,21.22,40.18,51.94,2.41
2024-09-04 08:00:00+00:00,3,1148.22,0.04,40.1,21.46,22.89,40.06,51.24,2.01
2024-09-04 09:00:00+00:00,3,1241.68,0.17,44.55,15.91,32.42,39.59,49.61,1.33
2024-09-04 10:00:00+00:00,3,1335.14,0.52,50.04,8.67,38.62,42.86,52.87,1.57
2024-09-04 11:00:00+00:00,3,1428.6,3.55,50.72,2.12,30.99,49.13,61.71,2.6
2024-09-04 12:00:00+00:00,4,1789.09,22.58,53.47,0.06,32.42,62.89,81.29,4.56
2024-09-04 13:00:00+00:00,5,2590.18,78.68,56.21,0.02,39.1,82.71,106.92,5.51
2024-09-04 14:00:00+00:00,5,3311.16,134.11,56.21,0.61,43.87,95.88,125.45,5.7
2024-09-04 15:00:00+00:00,5,3471.37,143.05,63.06,1.68,50.54,102.58,134.25,5.89
2024-09-04 16:00:00+00:00,4,1428.6,18.1,58.26,19.67,68.66,53.66,62.16,0.05
2024-09-04 17:00:00+00:00,3,1201.63,8.61,45.24,57.94,56.74,43.13,48.37,0.0
2024-09-04 18:00:00+00:00,3,1134.87,4.97,35.99,127.32,52.93,43.68,47.48,0.0
2024-09-04 19:00:00+00:00,4,814.44,1.9,17.31,165.94,33.86,33.21,35.47,0.0
2024-09-04 20:00:00+00:00,4,647.54,0.98,10.37,168.8,24.8,25.77,27.44,0.19
2024-09-04 21:00:00+00:00,4,594.14,0.91,10.2,163.08,22.17,21.55,23.05,0.7
2024-09-04 22:00:00+00:00,3,514.03,1.08,12.68,137.33,17.88,14.93,16.3,1.06
2024-09-04 23:00:00+00:00,3,487.33,1.03,17.65,108.72,16.21,10.28,11.77,1.42
2024-09-05 00:00:00+00:00,2,473.98,0.43,21.42,78.68,16.21,6.99,8.79,1.76
2024-09-05 01:00:00+00:00,2,527.38,0.03,27.76,48.64,20.74,5.64,8.05,2.15
2024-09-05 02:00:00+00:00,2,554.08,0.07,30.85,25.75,22.89,5.19,8.25,2.12
2024-09-05 03:00:00+00:00,1,487.33,0.19,24.68,18.24,19.07,4.43,7.76,1.55
2024-09-05 04:00:00+00:00,1,427.25,0.32,21.76,15.2,17.4,3.88,6.36,1.03
2024-09-05 05:00:00+00:00,1,407.22,0.34,21.59,13.05,16.69,3.66,5.35,0.65
2024-09-05 06:00:00+00:00,1,393.87,0.25,20.56,12.7,17.4,4.59,6.1,0.47
2024-09-05 07:00:00+00:00,1,403.88,0.29,20.56,11.18,19.07,6.35,8.34,0.55
2024-09-05 08:00:00+00:00,2,460.62,0.61,23.31,6.97,22.65,8.46,10.86,0.56
2024-09-05 09:00:00+00:00,2,527.38,1.56,26.05,2.86,26.7,10.5,13.06,0.52
2024-09-05 10:00:00+00:00,2,580.79,3.41,26.73,0.83,31.95,13.44,16.21,0.51
2024-09-05 11:00:00+00:00,2,614.17,5.76,26.73,0.33,38.62,18.72,21.93,0.25
2024-09-05 12:00:00+00:00,2,694.27,11.51,27.42,0.08,45.3,24.49,28.75,0.24
2024-09-05 13:00:00+00:00,3,827.79,20.56,27.42,0.06,49.59,26.45,30.89,0.07
2024-09-05 14:00:00+00:00,3,894.55,26.6,25.7,2.06,52.45,26.52,31.25,0.32
2024-09-05 15:00:00+00:00,2,827.79,24.36,24.33,9.57,50.54,24.29,29.2,0.65
2024-09-05 16:00:00+00:00,2,694.27,13.63,25.36,25.03,39.1,18.5,22.43,0.82
2024-09-05 17:00:00+00:00,2,634.19,8.16,22.96,45.06,32.9,14.41,17.37,0.93
2024-09-05 18:00:00+00:00,2,594.14,5.09,19.54,70.1,29.8,12.91,15.26,0.94
2024-09-05 19:00:00+00:00,2,433.92,2.68,12.0,67.95,18.12,7.22,8.67,0.78
2024-09-05 20:00:00+00:00,2,410.56,1.96,12.0,67.23,16.45,5.72,6.95,0.93
2024-09-05 21:00:00+00:00,2,440.6,1.4,14.57,75.1,17.4,5.99,7.21,1.27
2024-09-05 22:00:00+00:00,2,413.89,1.08,14.91,67.95,14.19,5.1,6.2,1.31
2024-09-05 23:00:00+00:00,1,383.85,0.92,15.42,51.5,11.68,3.74,4.76,1.31
2024-09-06 00:00:00+00:00,1,353.81,0.45,14.91,36.48,10.73,2.72,3.82,1.38
2024-09-06 01:00:00+00:00,1,397.21,0.19,18.51,22.17,15.74,3.1,4.48,1.71
2024-09-06 02:00:00+00:00,1,420.57,0.27,19.36,15.56,17.17,3.6,5.13,1.55
2024-09-06 03:00:00+00:00,1,410.56,0.25,18.16,15.91,15.74,3.99,5.56,1.19
2024-09-06 04:00:00+00:00,1,420.57,0.2,18.68,17.7,15.74,4.05,5.24,0.98
2024-09-06 05:00:00+00:00,1,410.56,0.12,18.51,20.03,15.5,3.45,4.4,0.76
2024-09-06 06:00:00+00:00,1,383.85,0.05,16.45,22.71,14.78,3.14,4.06,0.6
2024-09-06 07:00:00+00:00,1,467.3,0.47,20.22,12.34,12.99,6.31,8.62,0.97
2024-09-06 08:00:00+00:00,2,594.14,2.68,23.31,2.1,13.11,11.41,15.43,1.35
2024-09-06 09:00:00+00:00,2,720.98,7.26,21.93,0.12,15.02,16.37,21.66,1.66
2024-09-06 10:00:00+00:00,2,807.76,12.29,20.22,0.01,16.45,19.94,26.22,2.06
2024-09-06 11:00:00+00:00,2,907.9,19.89,19.71,0.0,17.64,22.98,29.85,2.12
2024-09-06 12:00:00+00:00,3,1255.04,42.92,23.31,0.0,24.56,31.32,40.98,3.04
2024-09-06 13:00:00+00:00,2,654.22,6.2,31.19,1.79,28.13,13.47,16.2,0.56
2024-09-06 14:00:00+00:00,2,640.87,8.38,28.45,1.77,26.94,12.15,14.83,0.8
2024-09-06 15:00:00+00:00,2,647.54,10.95,23.65,4.43,27.66,11.88,14.7,0.87
2024-09-06 16:00:00+00:00,2,640.87,9.83,22.28,6.62,27.89,10.31,12.9,0.95
2024-09-06 17:00:00+00:00,2,647.54,7.82,23.99,7.69,28.37,9.59,11.73,0.89
2024-09-06 18:00:00+00:00,2,627.52,5.76,26.73,10.91,27.18,9.67,11.43,0.74
2024-09-06 19:00:00+00:00,2,500.68,2.88,24.33,18.24,20.27,7.64,9.0,0.54
2024-09-06 20:00:00+00:00,1,447.27,1.96,22.28,23.25,18.84,5.63,6.8,0.62
2024-09-06 21:00:00+00:00,1,417.23,1.87,19.19,27.54,16.93,3.74,4.7,0.78
2024-09-06 22:00:00+00:00,1,380.52,1.45,17.14,30.04,13.35,2.68,3.49,0.78
2024-09-06 23:00:00+00:00,1,370.5,0.68,17.65,30.04,12.28,2.65,3.5,0.75
2024-09-07 00:00:00+00:00,1,357.15,0.21,16.79,31.83,12.99,2.99,3.98,0.74
2024-09-07 01:00:00+00:00,1,377.18,0.05,16.96,31.11,14.9,3.44,4.65,0.85
2024-09-07 02:00:00+00:00,1,403.88,0.04,17.65,29.33,15.97,3.75,5.05,0.85
2024-09-07 03:00:00+00:00,1,397.21,0.04,16.62,28.97,14.78,3.69,4.86,0.82
2024-09-07 04:00:00+00:00,1,400.54,0.04,15.94,28.25,14.42,3.49,4.41,0.75
2024-09-07 05:00:00+00:00,1,373.84,0.04,14.05,27.54,12.87,2.57,3.17,0.55
2024-09-07 06:00:00+00:00,1,313.76,0.01,9.77,28.97,9.89,1.83,2.31,0.41
2024-09-07 07:00:00+00:00,1,273.7,0.01,7.2,30.04,8.46,1.56,1.97,0.35
2024-09-07 08:00:00+00:00,1,270.37,0.01,6.68,30.76,9.06,1.57,1.96,0.33
2024-09-07 09:00:00+00:00,1,277.04,0.01,6.85,31.83,9.54,1.61,2.01,0.34
2024-09-07 10:00:00+00:00,1,287.06,0.01,7.28,32.19,9.89,1.68,2.1,0.35
2024-09-07 11:00:00+00:00,1,303.75,0.02,8.48,31.11,10.61,1.92,2.44,0.39
2024-09-07 12:00:00+00:00,1,350.48,0.07,12.85,27.54,12.4,2.76,3.7,0.63
2024-09-07 13:00:00+00:00,1,433.92,0.28,20.73,20.92,14.66,3.64,4.92,0.89
2024-09-07 14:00:00+00:00,1,467.3,1.2,22.28,21.28,14.78,4.1,5.54,0.92
2024-09-07 15:00:00+00:00,1,440.6,2.1,17.31,30.76,13.35,3.87,5.3,0.85
2024-09-07 16:00:00+00:00,1,390.53,1.69,12.51,44.35,12.52,3.19,4.33,0.72
2024-09-07 17:00:00+00:00,1,363.83,1.17,10.2,54.36,12.04,2.81,3.69,0.66
2024-09-07 18:00:00+00:00,2,337.12,0.85,8.74,60.08,10.73,2.42,3.11,0.59
2024-09-07 19:00:00+00:00,2,317.1,0.75,8.4,62.23,10.49,2.36,2.98,0.54
2024-09-07 20:00:00+00:00,2,317.1,0.71,8.31,62.94,10.85,2.59,3.18,0.54
2024-09-07 21:00:00+00:00,2,320.43,0.61,8.57,61.51,9.66,2.66,3.22,0.62
2024-09-07 22:00:00+00:00,1,317.1,0.61,9.42,55.79,7.87,2.35,2.88,0.64
2024-09-07 23:00:00+00:00,1,317.1,0.53,10.71,50.07,8.11,2.32,2.9,0.67
2024-09-08 00:00:00+00:00,1,307.08,0.23,10.62,44.7,8.58,2.32,3.01,0.74
2024-09-08 01:00:00+00:00,1,317.1,0.02,10.54,43.63,9.42,2.52,3.43,0.93
2024-09-08 02:00:00+00:00,1,310.42,0.0,9.51,44.7,9.66,2.46,3.51,0.91
2024-09-08 03:00:00+00:00,1,300.41,0.0,8.83,46.49,10.01,2.48,3.61,0.77
2024-09-08 04:00:00+00:00,1,310.42,0.0,9.42,49.35,11.21,2.7,3.8,0.63
2024-09-08 05:00:00+00:00,1,317.1,0.0,9.68,52.93,12.64,2.95,3.84,0.4
2024-09-08 06:00:00+00:00,1,313.76,0.0,9.51,54.36,14.19,3.54,4.33,0.29
2024-09-08 07:00:00+00:00,1,310.42,0.0,9.85,52.21,15.74,4.3,4.98,0.23
2024-09-08 08:00:00+00:00,1,297.07,0.0,9.85,49.35,16.93,4.7,5.23,0.18
2024-09-08 09:00:00+00:00,1,280.38,0.0,8.4,50.78,16.21,4.21,4.64,0.2
2024-09-08 10:00:00+00:00,1,267.03,0.0,7.2,55.07,14.31,3.73,4.15,0.27
2024-09-08 11:00:00+00:00,1,270.37,0.0,7.97,57.94,14.54,3.64,4.19,0.34
2024-09-08 12:00:00+00:00,1,300.41,0.0,11.48,55.79,15.26,3.87,4.77,0.54
2024-09-08 13:00:00+00:00,1,337.12,0.01,15.94,51.5,15.74,3.79,5.04,0.78
2024-09-08 14:00:00+00:00,1,360.49,0.38,18.16,48.64,16.69,3.83,5.29,0.93
2024-09-08 15:00:00+00:00,1,357.15,1.37,16.45,51.5,17.17,3.91,5.54,1.01
2024-09-08 16:00:00+00:00,1,360.49,1.79,14.22,55.07,17.17,3.86,5.47,1.04
2024-09-08 17:00:00+00:00,2,363.83,1.73,12.34,61.51,17.4,3.86,5.36,1.01
2024-09-08 18:00:00+00:00,2,360.49,1.52,10.62,72.24,16.45,3.86,5.23,1.04
2024-09-08 19:00:00+00:00,2,337.12,1.42,8.48,82.25,13.59,3.74,4.93,0.99
2024-09-08 20:00:00+00:00,2,323.77,1.13,7.97,85.12,12.4,3.55,4.62,0.95
2024-09-08 21:00:00+00:00,2,327.11,1.08,8.74,84.4,11.8,3.33,4.32,1.01
2024-09-08 22:00:00+00:00,2,323.77,0.98,10.62,76.53,10.61,2.95,3.8,1.01
2024-09-08 23:00:00+00:00,2,327.11,0.78,13.19,65.8,10.01,2.73,3.6,1.09
2024-09-09 00:00:00+00:00,1,330.45,0.29,14.39,59.37,10.61,2.83,3.87,1.31
2024-09-10 01:00:00+00:00,2,447.27,0.02,22.28,51.5,20.98,7.45,9.96,1.61
2024-09-10 02:00:00+00:00,2,427.25,0.0,20.56,47.21,21.93,6.99,9.8,1.68
2024-09-10 03:00:00+00:00,2,420.57,0.0,19.36,46.49,21.46,7.01,10.17,1.74
2024-09-10 04:00:00+00:00,2,660.9,0.5,38.73,23.25,25.99,12.48,18.95,2.82
2024-09-10 05:00:00+00:00,2,947.95,5.64,55.52,2.08,27.18,18.88,28.21,2.63
2024-09-10 06:00:00+00:00,2,988.01,10.06,52.09,0.19,25.51,21.62,31.88,2.22
2024-09-10 07:00:00+00:00,2,894.55,7.93,45.24,0.29,23.13,22.74,33.69,2.18
2024-09-10 08:00:00+00:00,2,834.47,6.54,39.41,0.32,22.41,23.8,34.75,1.95
2024-09-10 09:00:00+00:00,3,854.49,7.26,35.64,0.2,23.37,25.72,36.56,1.71
2024-09-10 10:00:00+00:00,3,894.55,10.06,31.53,0.09,23.6,28.03,39.21,1.96
2024-09-10 11:00:00+00:00,3,1028.06,19.22,28.79,0.01,26.46,33.5,47.25,3.23
2024-09-10 12:00:00+00:00,4,1562.12,54.09,31.19,0.0,40.53,50.01,72.37,8.23
2024-09-10 13:00:00+00:00,5,2670.29,132.32,39.76,0.01,60.08,77.32,110.39,13.05
2024-09-10 14:00:00+00:00,5,3631.59,202.06,46.61,0.38,61.04,102.42,140.14,10.39
2024-09-10 15:00:00+00:00,5,4058.84,216.36,63.75,2.37,66.76,122.56,159.82,7.85
2024-09-10 16:00:00+00:00,3,1308.44,19.67,58.26,19.67,66.76,31.12,37.71,0.55
2024-09-10 17:00:00+00:00,2,1188.28,8.49,59.63,22.35,63.9,23.28,28.07,1.33
2024-09-10 18:00:00+00:00,2,1295.09,6.82,66.49,21.28,69.62,23.22,27.6,1.84
2024-09-10 19:00:00+00:00,2,1054.76,4.86,52.09,33.97,52.45,17.99,21.36,1.58
2024-09-10 20:00:00+00:00,2,947.95,1.82,47.98,35.41,45.3,15.07,17.96,1.49
2024-09-10 21:00:00+00:00,2,1028.06,1.06,52.09,32.54,47.21,15.45,18.31,1.55
2024-09-10 22:00:00+00:00,2,1214.98,1.37,63.75,22.17,53.41,17.56,20.8,1.93
2024-09-10 23:00:00+00:00,3,1428.6,4.36,78.83,9.75,61.04,21.34,25.61,2.53
2024-09-11 00:00:00+00:00,3,1495.36,6.43,82.94,6.71,59.6,25.39,31.05,2.44
2024-09-11 01:00:00+00:00,3,1468.66,3.91,84.31,3.13,54.36,28.64,35.23,2.18
2024-09-11 02:00:00+00:00,3,1415.25,2.82,80.2,2.53,51.02,30.42,37.82,2.12
2024-09-11 03:00:00+00:00,3,1361.85,2.43,72.66,2.75,46.73,32.05,40.32,2.12
2024-09-11 04:00:00+00:00,3,1575.47,9.5,74.03,0.36,48.64,37.32,47.1,2.41
2024-09-11 05:00:00+00:00,3,2002.72,23.02,80.88,0.0,54.36,45.94,56.77,2.72
2024-09-11 06:00:00+00:00,4,2429.96,33.08,89.11,0.0,61.99,59.05,70.46,3.13
2024-09-11 07:00:00+00:00,4,2670.29,35.76,89.11,0.0,53.41,67.65,79.76,3.29
2024-09-11 08:00:00+00:00,4,2830.51,37.1,84.31,0.0,41.01,73.79,84.27,3.01
2024-09-11 09:00:00+00:00,5,3017.43,38.89,80.2,0.0,36.24,78.93,85.56,2.98
2024-09-11 10:00:00+00:00,5,3044.13,40.23,70.6,0.0,29.56,78.47,83.65,3.07
2024-09-11 11:00:00+00:00,5,2937.32,44.7,59.63,0.0,27.42,77.42,84.88,4.12
2024-09-11 12:00:00+00:00,5,3124.24,72.42,56.21,0.0,35.76,84.0,100.07,8.36
2024-09-11 13:00:00+00:00,5,4112.24,153.78,58.26,0.0,44.82,99.51,124.66,11.27
2024-09-11 14:00:00+00:00,5,5180.36,232.46,59.63,0.07,46.73,118.79,153.72,9.37
2024-09-11 15:00:00+00:00,5,5607.6,253.92,63.75,0.35,50.54,130.11,168.29,7.73
2024-09-11 16:00:00+00:00,5,2990.72,42.47,101.45,16.81,113.49,87.31,100.11,0.14
2024-09-11 17:00:00+00:00,5,2456.67,11.06,90.48,103.0,95.37,82.28,91.71,0.1
2024-09-11 18:00:00+00:00,5,2162.93,3.97,54.84,254.63,83.92,95.05,103.43,0.03
2024-09-11 19:00:00+00:00,5,1522.06,1.08,19.71,294.69,56.27,78.15,84.44,0.0
2024-09-11 20:00:00+00:00,5,1068.12,0.59,13.37,217.44,40.05,49.23,53.53,0.34
2024-09-11 21:00:00+00:00,4,867.84,0.35,17.14,144.48,35.29,30.44,33.64,0.85
2024-09-11 22:00:00+00:00,2,827.79,0.03,23.99,98.71,33.38,22.86,25.48,1.11
2024-09-11 23:00:00+00:00,2,894.55,0.02,29.82,87.98,33.86,24.27,26.95,1.23
2024-09-12 00:00:00+00:00,3,894.55,0.0,29.13,85.83,30.99,25.22,28.3,1.27
2024-09-12 01:00:00+00:00,3,1134.87,0.0,42.16,74.39,38.62,30.53,35.24,1.99
2024-09-12 02:00:00+00:00,3,1401.9,0.0,56.89,56.51,45.3,37.92,45.49,2.47
2024-09-12 03:00:00+00:00,3,1482.01,0.01,61.01,37.55,44.35,39.48,49.84,2.85
2024-09-12 04:00:00+00:00,3,1842.5,6.43,76.77,6.62,37.19,47.43,60.12,3.42
2024-09-12 05:00:00+00:00,4,2243.04,28.39,73.34,0.0,27.18,54.63,65.8,2.75
2024-09-12 06:00:00+00:00,4,2349.85,38.0,63.75,0.0,21.22,55.68,64.53,2.44
2024-09-12 07:00:00+00:00,3,2109.53,34.42,50.04,0.0,17.17,49.22,58.07,2.88
2024-09-12 08:00:00+00:00,3,1842.5,30.4,39.41,0.0,15.74,43.19,51.22,2.53
2024-09-12 09:00:00+00:00,3,1762.39,29.5,34.62,0.0,16.21,41.82,48.34,2.12
2024-09-12 10:00:00+00:00,3,1695.63,29.95,30.5,0.0,16.21,39.52,44.64,2.06
2024-09-12 11:00:00+00:00,3,1588.82,33.08,27.08,0.0,16.93,35.95,41.3,2.47
2024-09-12 12:00:00+00:00,3,1842.5,59.9,26.73,0.0,21.93,41.36,49.86,4.43
2024-09-12 13:00:00+00:00,4,2830.51,134.11,32.22,0.0,30.04,61.54,74.23,5.57
2024-09-12 14:00:00+00:00,5,3738.4,196.7,37.7,0.21,37.67,81.82,100.91,5.19
2024-09-12 15:00:00+00:00,5,3845.21,180.6,53.47,1.63,54.36,91.19,117.27,3.77
2024-09-12 16:00:00+00:00,5,3070.83,45.15,115.16,16.99,127.79,105.84,121.68,0.05
2024-09-12 17:00:00+00:00,5,3177.64,19.67,141.2,45.42,131.61,116.31,130.05,0.09
2024-09-12 18:00:00+00:00,5,3391.27,9.61,148.06,85.12,135.42,127.98,140.2,0.14
2024-09-12 19:00:00+00:00,5,2243.04,3.35,86.37,108.72,79.15,82.95,90.11,0.0
2024-09-12 20:00:00+00:00,4,1682.28,1.41,59.63,110.15,56.74,59.88,65.35,0.0
2024-09-12 21:00:00+00:00,4,1562.12,0.59,54.15,103.0,52.45,51.54,56.72,0.0
2024-09-12 22:00:00+00:00,3,1455.31,0.39,52.09,91.55,46.73,43.64,48.59,0.0
2024-09-12 23:00:00+00:00,3,1295.09,0.32,48.67,79.39,39.1,35.83,40.78,0.34
2024-09-13 00:00:00+00:00,3,1081.47,0.18,40.1,66.52,30.52,26.85,32.03,0.83
2024-09-13 01:00:00+00:00,2,1174.93,0.21,56.21,31.83,31.47,24.68,33.53,3.42
2024-09-13 02:00:00+00:00,3,1482.01,5.64,75.4,2.68,33.86,29.72,44.62,5.51
2024-09-13 03:00:00+00:00,3,1668.93,16.32,71.97,0.05,32.42,35.43,55.22,5.32
2024-09-13 04:00:00+00:00,3,1976.01,29.06,73.34,0.0,31.95,42.85,64.04,4.02
2024-09-13 05:00:00+00:00,3,2296.45,42.02,76.09,0.0,29.33,47.49,67.51,2.6
2024-09-13 06:00:00+00:00,3,2376.56,45.6,74.71,0.0,25.99,47.84,66.01,1.93
2024-09-13 07:00:00+00:00,3,2216.34,40.68,63.06,0.0,22.65,43.97,62.6,2.94
2024-09-13 08:00:00+00:00,3,2056.12,37.55,51.41,0.0,20.5,41.16,60.72,2.85
2024-09-13 09:00:00+00:00,3,2082.82,38.44,45.24,0.0,20.98,42.75,62.78,2.09
2024-09-13 10:00:00+00:00,3,2109.53,39.79,41.81,0.0,22.41,44.62,64.41,2.85
2024-09-13 11:00:00+00:00,3,2136.23,42.92,38.73,0.0,23.84,45.75,66.01,4.02
2024-09-13 12:00:00+00:00,4,2510.07,69.74,40.1,0.0,30.52,57.14,83.21,6.97
2024-09-13 13:00:00+00:00,5,3685.0,146.63,47.3,0.0,39.1,85.22,121.08,7.35
2024-09-13 14:00:00+00:00,5,4753.11,216.36,55.52,0.08,44.35,114.89,157.73,6.08
2024-09-13 15:00:00+00:00,5,5180.36,243.19,69.23,0.48,53.41,138.56,183.26,4.62
2024-09-13 16:00:00+00:00,5,3177.64,33.97,126.12,19.85,105.86,94.94,107.17,0.01
2024-09-13 17:00:00+00:00,5,3177.64,14.08,138.46,52.21,104.9,92.89,103.37,0.0
2024-09-13 18:00:00+00:00,5,3417.97,9.39,139.83,98.71,108.72,97.86,107.87,0.0
2024-09-13 19:00:00+00:00,4,1922.61,2.04,70.6,95.84,54.84,51.08,56.21,0.0
